576;410;50
Zombie2_Run_2.png;4626;469;3
Zombie4_Run_2.png;5550;549;7
Zombie_Run.png;1457;689;1
Zombie_Run.png;10803;461;1
Zombie_Run.png;14117;497;1
Zombie4_Run_2.png;15180;465;7
Zombie4_Run_2.png;3169;681;7
Zombie_Run.png;12634;613;1
Zombie3_Run_2.png;14947;457;5
Zombie2_Run_2.png;20670;781;3
Zombie2_Run_2.png;8665;473;3
Zombie4_Run_2.png;14468;445;7
Zombie4_Run_2.png;9818;453;7
Zombie_Run.png;20897;2301;1
Zombie3_Run_2.png;20987;2305;5
Zombie4_Run_2.png;20757;2021;7
Zombie4_Run_2.png;11434;469;7
Zombie4_Run_2.png;21476;2305;7
Zombie2_Run_2.png;19791;445;3
Zombie_Run.png;8370;457;1
Zombie3_Run_2.png;16403;469;5
Zombie_Run.png;9616;453;1
Zombie3_Run_2.png;13786;465;5
Zombie3_Run_2.png;11202;461;5
Zombie_Run.png;6044;457;1
Zombie2_Run_2.png;17332;461;3
Zombie4_Run_2.png;3067;685;7
Zombie4_Run_2.png;14573;457;7
Zombie3_Run_2.png;21779;2305;5
Zombie4_Run_2.png;5047;469;7
Zombie_Run.png;4385;465;1
Zombie4_Run_2.png;8304;465;7
Zombie_Run.png;7580;457;1
Zombie3_Run_2.png;11996;453;5
Zombie_Run.png;11468;461;1
Zombie_Run.png;13891;453;1
Zombie2_Run_2.png;9715;469;3
Zombie4_Run_2.png;10636;453;7
Zombie3_Run_2.png;12839;633;5
Zombie_Run.png;20502;765;1
Zombie_Run.png;11080;457;1
Zombie4_Run_2.png;21666;2305;7
Zombie_Run.png;13657;465;1
Zombie_Run.png;15410;457;1
Zombie4_Run_2.png;13459;469;7
Zombie4_Run_2.png;9196;473;7
Zombie4_Run_2.png;21769;2305;7
Zombie3_Run_2.png;19002;449;5
Zombie4_Run_2.png;5943;453;7
Zombie4_Run_2.png;9277;449;7
Zombie3_Run_2.png;2800;673;5
Zombie3_Run_2.png;19302;453;5
Zombie2_Run_2.png;16174;461;3
Zombie_Run.png;14475;449;1
Zombie2_Run_2.png;21862;2305;3
Zombie_Run.png;4895;469;1
Zombie_Run.png;19126;453;1
Zombie2_Run_2.png;20231;453;3
Zombie_Run.png;15804;457;1
Zombie4_Run_2.png;14633;457;7
Zombie_Run.png;16086;449;1
Zombie_Run.png;3661;513;1
Zombie4_Run_2.png;4837;465;7
Zombie_Run.png;5377;493;1
Zombie4_Run_2.png;2937;705;7
Zombie2_Run_2.png;10883;461;3
Zombie2_Run_2.png;18540;449;3
Zombie_Run.png;15534;449;1
Zombie3_Run_2.png;8522;453;5
Zombie4_Run_2.png;19850;453;7
Zombie_Run.png;3398;649;1
Zombie4_Run_2.png;17838;461;7
Zombie3_Run_2.png;15250;445;5
Zombie3_Run_2.png;2963;709;5
Zombie3_Run_2.png;10963;457;5
Zombie4_Run_2.png;11702;465;7
Zombie4_Run_2.png;13921;493;7
Zombie2_Run_2.png;20004;449;3
Zombie4_Run_2.png;20427;685;7
Zombie4_Run_2.png;9430;461;7
Zombie4_Run_2.png;11154;457;7
Zombie_Run.png;18433;445;1
Zombie_Run.png;12982;561;1
Zombie_Run.png;18316;461;1
Zombie_Run.png;21488;2305;1
Zombie_Run.png;6045;457;1
Zombie3_Run_2.png;22103;2305;5
Zombie3_Run_2.png;19416;449;5
Zombie2_Run_2.png;11683;473;3
Zombie2_Run_2.png;8965;473;3
Zombie_Run.png;18092;457;1
Zombie_Run.png;21406;2305;1
Zombie4_Run_2.png;14365;685;7
Zombie_Run.png;21148;2305;1
Zombie2_Run_2.png;11122;453;3
Zombie_Run.png;21817;2305;1
Zombie_Run.png;15878;477;1
Zombie3_Run_2.png;19835;449;5
Zombie4_Run_2.png;844;729;7
Zombie4_Run_2.png;9929;469;7
Zombie2_Run_2.png;16015;449;3
Zombie4_Run_2.png;2322;665;7
Zombie2_Run_2.png;6963;453;3
Zombie4_Run_2.png;17149;457;7
Zombie_Run.png;22285;2305;1
Zombie2_Run_2.png;16271;449;3
Zombie3_Run_2.png;17551;453;5
Zombie4_Run_2.png;10435;457;7
Zombie4_Run_2.png;7386;449;7
Zombie3_Run_2.png;20928;2305;5
Zombie4_Run_2.png;1268;721;7
Zombie_Run.png;9403;449;1
Zombie4_Run_2.png;3228;645;7
Zombie3_Run_2.png;1085;697;5
Zombie4_Run_2.png;11186;457;7
Zombie4_Run_2.png;3277;649;7
Zombie_Run.png;16422;485;1
Zombie_Run.png;13317;497;1
Zombie3_Run_2.png;5345;609;5
Zombie3_Run_2.png;20404;637;5
Zombie_Run.png;20687;1237;1
Zombie3_Run_2.png;750;725;5
Zombie_Run.png;3187;685;1
Zombie4_Run_2.png;16359;453;7
Zombie2_Run_2.png;11137;449;3
Zombie4_Run_2.png;2799;669;7
Zombie4_Run_2.png;13650;469;7
Zombie2_Run_2.png;13520;477;3
Zombie3_Run_2.png;2233;633;5
Zombie3_Run_2.png;2884;697;5
Zombie3_Run_2.png;2645;641;5
Zombie4_Run_2.png;5293;513;7
Zombie_Run.png;12877;569;1
Zombie3_Run_2.png;9423;445;5
Zombie3_Run_2.png;844;729;5
Zombie4_Run_2.png;10232;465;7
Zombie4_Run_2.png;844;733;7
Zombie2_Run_2.png;6977;457;3
Zombie_Run.png;17778;469;1
Zombie3_Run_2.png;666;709;5
Zombie_Run.png;11439;465;1
Zombie_Run.png;2050;665;1
Zombie2_Run_2.png;5450;645;3
Zombie3_Run_2.png;13670;457;5
Zombie_Run.png;2848;693;1
Zombie3_Run_2.png;8509;453;5
Zombie3_Run_2.png;9348;453;5
Zombie4_Run_2.png;16287;457;7
Zombie2_Run_2.png;8794;457;3
Zombie3_Run_2.png;17510;457;5
Zombie3_Run_2.png;18152;445;5
Zombie4_Run_2.png;14924;469;7
Zombie4_Run_2.png;12880;569;7
Zombie2_Run_2.png;21615;2305;3
Zombie3_Run_2.png;3728;497;5
Zombie3_Run_2.png;8461;461;5
Zombie_Run.png;13841;473;1
Zombie2_Run_2.png;5398;541;3
Zombie_Run.png;8771;457;1
Zombie_Run.png;3799;473;1
Zombie4_Run_2.png;16846;461;7
Zombie_Run.png;18861;453;1
Zombie4_Run_2.png;18014;461;7
Zombie2_Run_2.png;17466;461;3
Zombie4_Run_2.png;5956;453;7
Zombie3_Run_2.png;11292;453;5
Zombie4_Run_2.png;18876;449;7
Zombie3_Run_2.png;20451;737;5
Zombie2_Run_2.png;4248;461;3
Zombie_Run.png;5141;469;1
Zombie4_Run_2.png;844;729;7
Zombie2_Run_2.png;10185;449;3
Zombie4_Run_2.png;17046;457;7
Zombie_Run.png;844;729;1
Zombie2_Run_2.png;14512;541;3
Zombie4_Run_2.png;4109;461;7
Zombie4_Run_2.png;2673;645;7
Zombie4_Run_2.png;9688;461;7
Zombie_Run.png;18433;445;1
Zombie_Run.png;13768;453;1
Zombie3_Run_2.png;14328;689;5
Zombie_Run.png;10313;449;1
Zombie2_Run_2.png;20171;453;3
Zombie2_Run_2.png;1358;693;3
Zombie3_Run_2.png;17128;461;5
Zombie3_Run_2.png;19147;453;5
Zombie4_Run_2.png;16231;465;7
Zombie_Run.png;12082;557;1
Zombie2_Run_2.png;14187;469;3
Zombie4_Run_2.png;13120;517;7
Zombie4_Run_2.png;2074;693;7
Zombie4_Run_2.png;4401;457;7
Zombie_Run.png;21214;2305;1
Zombie4_Run_2.png;15865;449;7
Zombie3_Run_2.png;21439;2305;5
Zombie3_Run_2.png;18781;449;5
Zombie3_Run_2.png;592;725;5
Zombie4_Run_2.png;20728;1969;7
Zombie2_Run_2.png;19565;449;3
Zombie4_Run_2.png;16341;441;7
Zombie2_Run_2.png;13643;465;3
Zombie4_Run_2.png;19450;449;7
Zombie2_Run_2.png;17149;457;3
Zombie2_Run_2.png;6979;457;3
Zombie3_Run_2.png;13653;465;5
Zombie4_Run_2.png;8124;461;7
Zombie4_Run_2.png;21417;2305;7
Zombie2_Run_2.png;18147;445;3
Zombie4_Run_2.png;9769;465;7
Zombie2_Run_2.png;13538;449;3
Zombie_Run.png;14380;685;1
Zombie2_Run_2.png;7751;473;3
Zombie4_Run_2.png;2956;713;7
Zombie2_Run_2.png;15679;453;3
Zombie4_Run_2.png;844;729;7
Zombie2_Run_2.png;12833;621;3
Zombie_Run.png;844;729;1
Zombie4_Run_2.png;15851;445;7
Zombie2_Run_2.png;8266;449;3
Zombie3_Run_2.png;14758;445;5
Zombie3_Run_2.png;9063;453;5
Zombie2_Run_2.png;3409;649;3
Zombie4_Run_2.png;21340;2305;7
Zombie2_Run_2.png;7307;469;3
Zombie2_Run_2.png;14405;693;3
Zombie3_Run_2.png;19329;457;5
Zombie_Run.png;16688;469;1
Zombie2_Run_2.png;20344;529;3
Zombie2_Run_2.png;17866;445;3
Zombie4_Run_2.png;13530;481;7
Zombie4_Run_2.png;14566;461;7
Zombie3_Run_2.png;11861;461;5
Zombie_Run.png;15415;457;1
Zombie4_Run_2.png;3148;673;7
Zombie_Run.png;6478;453;1
Zombie2_Run_2.png;2955;717;3
Zombie3_Run_2.png;20954;2305;5
Zombie_Run.png;12266;549;1
Zombie2_Run_2.png;16006;449;3
Zombie_Run.png;7340;449;1
Zombie_Run.png;17379;469;1
Zombie4_Run_2.png;7953;453;7
Zombie_Run.png;19711;445;1
Zombie2_Run_2.png;5276;465;3
Zombie_Run.png;18498;449;1
Zombie3_Run_2.png;7566;457;5
Zombie4_Run_2.png;1370;689;7
Zombie3_Run_2.png;21467;2305;5
Zombie2_Run_2.png;15904;453;3
Zombie_Run.png;15031;457;1
Zombie2_Run_2.png;2580;645;3
Zombie_Run.png;18102;465;1
Zombie3_Run_2.png;1141;693;5
Zombie4_Run_2.png;20146;457;7
Zombie_Run.png;22386;2305;1
Zombie2_Run_2.png;11132;449;3
Zombie_Run.png;13570;485;1
Zombie_Run.png;15030;457;1
Zombie2_Run_2.png;8338;453;3
Zombie3_Run_2.png;21732;2305;5
Zombie_Run.png;20380;453;1
Zombie_Run.png;11102;461;1
Zombie4_Run_2.png;4776;477;7
Zombie4_Run_2.png;20888;2293;7
Zombie_Run.png;22009;2305;1
Zombie3_Run_2.png;21171;2305;5
Zombie_Run.png;17552;453;1
Zombie4_Run_2.png;7866;457;7
Zombie3_Run_2.png;22075;2305;5
Zombie_Run.png;14759;445;1
Zombie_Run.png;10675;453;1
Zombie3_Run_2.png;22534;2305;5
Zombie_Run.png;2313;677;1
Zombie_Run.png;10761;461;1
Zombie4_Run_2.png;11583;465;7
Zombie_Run.png;15604;473;1
Zombie3_Run_2.png;2194;649;5
Zombie3_Run_2.png;11961;465;5
Zombie3_Run_2.png;17390;465;5
Zombie4_Run_2.png;21014;2305;7
Zombie_Run.png;2093;697;1
Zombie4_Run_2.png;5452;649;7
Zombie2_Run_2.png;7954;453;3
Zombie3_Run_2.png;10279;457;5
Zombie4_Run_2.png;17745;461;7
Zombie_Run.png;16153;465;1
Zombie3_Run_2.png;3484;621;5
Zombie4_Run_2.png;13708;465;7
Zombie_Run.png;16454;453;1
Zombie3_Run_2.png;634;729;5
Zombie_Run.png;17723;441;1
Zombie3_Run_2.png;3982;469;5
Zombie4_Run_2.png;6008;449;7
Zombie3_Run_2.png;16281;461;5
Zombie2_Run_2.png;3401;649;3
Zombie_Run.png;20471;757;1
Zombie2_Run_2.png;11657;485;3
Zombie_Run.png;20450;521;1
Zombie2_Run_2.png;11017;465;3
Zombie_Run.png;5292;457;1
Zombie_Run.png;21359;2305;1
Zombie_Run.png;14850;457;1
Zombie2_Run_2.png;21990;2305;3
Zombie4_Run_2.png;9820;453;7
Zombie3_Run_2.png;13283;481;5
Zombie2_Run_2.png;5375;489;3
Zombie2_Run_2.png;15591;465;3
Zombie_Run.png;9919;465;1
Zombie4_Run_2.png;16718;465;7
Zombie2_Run_2.png;20241;457;3
Zombie2_Run_2.png;8774;457;3
Zombie4_Run_2.png;12158;573;7
Zombie4_Run_2.png;17626;465;7
Zombie4_Run_2.png;19802;449;7
Zombie_Run.png;10654;453;1
Zombie3_Run_2.png;15202;449;5
Zombie3_Run_2.png;2137;681;5
Zombie4_Run_2.png;1960;713;7
Zombie4_Run_2.png;3530;605;7
Zombie4_Run_2.png;11467;461;7
Zombie2_Run_2.png;14604;453;3
Zombie2_Run_2.png;10660;453;3
Zombie3_Run_2.png;21222;2305;5
Zombie_Run.png;18106;457;1
Zombie2_Run_2.png;9766;465;3
Zombie3_Run_2.png;14193;653;5
Zombie2_Run_2.png;7748;473;3
Zombie2_Run_2.png;8669;469;3
Zombie2_Run_2.png;10915;461;3
Zombie4_Run_2.png;8228;469;7
Zombie3_Run_2.png;18725;457;5
Zombie3_Run_2.png;21767;2305;5
Zombie3_Run_2.png;13334;485;5
Zombie2_Run_2.png;22381;2305;3
Zombie3_Run_2.png;15378;445;5
Zombie3_Run_2.png;7743;473;5
Zombie4_Run_2.png;7561;457;7
Zombie_Run.png;5361;645;1
Zombie2_Run_2.png;6393;457;3
Zombie2_Run_2.png;17062;465;3
Zombie_Run.png;2092;693;1
Zombie3_Run_2.png;3585;561;5
Zombie_Run.png;6097;453;1
Zombie_Run.png;9901;469;1
Zombie3_Run_2.png;19486;449;5
Zombie3_Run_2.png;19444;449;5
Zombie3_Run_2.png;21941;2305;5
Zombie2_Run_2.png;7148;461;3
Zombie3_Run_2.png;17424;449;5
Zombie_Run.png;7751;473;1
Zombie4_Run_2.png;2395;673;7
Zombie3_Run_2.png;17638;465;5
Zombie4_Run_2.png;18979;453;7
Zombie3_Run_2.png;11737;457;5
Zombie3_Run_2.png;12147;541;5
Zombie2_Run_2.png;616;729;3
Zombie4_Run_2.png;11264;457;7
Zombie_Run.png;16043;461;1
Zombie3_Run_2.png;6557;449;5
Zombie_Run.png;10215;469;1
Zombie4_Run_2.png;10096;461;7
Zombie4_Run_2.png;15873;481;7
Zombie_Run.png;9266;449;1
Zombie_Run.png;11868;461;1
Zombie4_Run_2.png;14950;457;7
Zombie3_Run_2.png;22014;2305;5
Zombie3_Run_2.png;11208;457;5
Zombie_Run.png;11899;465;1
Zombie4_Run_2.png;12366;585;7
Zombie_Run.png;9616;457;1
Zombie2_Run_2.png;15031;457;3
Zombie3_Run_2.png;16358;449;5
Zombie_Run.png;15031;465;1
Zombie2_Run_2.png;3377;669;3
Zombie3_Run_2.png;11736;457;5
Zombie3_Run_2.png;1615;661;5
Zombie2_Run_2.png;11165;453;3
Zombie4_Run_2.png;4677;461;7
Zombie_Run.png;7296;461;1
Zombie_Run.png;13126;469;1
Zombie_Run.png;4879;461;1
Zombie3_Run_2.png;18550;449;5
Zombie4_Run_2.png;8987;453;7
Zombie2_Run_2.png;21775;2305;3
Zombie4_Run_2.png;12722;617;7
Zombie3_Run_2.png;9475;469;5
Zombie4_Run_2.png;9256;457;7
Zombie3_Run_2.png;22324;2305;5
Zombie3_Run_2.png;12395;561;5
Zombie_Run.png;15854;445;1
Zombie3_Run_2.png;6934;453;5
Zombie_Run.png;20859;2305;1
Zombie4_Run_2.png;19325;453;7
Zombie3_Run_2.png;5780;453;5
Zombie_Run.png;8648;469;1
Zombie_Run.png;2136;681;1
Zombie2_Run_2.png;2331;645;3
Zombie3_Run_2.png;12838;613;5
Zombie3_Run_2.png;4394;465;5
Zombie2_Run_2.png;17522;449;3
Zombie4_Run_2.png;14697;453;7
Zombie2_Run_2.png;19345;453;3
Zombie3_Run_2.png;3687;513;5
Zombie_Run.png;5697;461;1
Zombie2_Run_2.png;3373;673;3
Zombie_Run.png;20286;457;1
Zombie_Run.png;22526;2305;1
Zombie2_Run_2.png;9353;453;3
Zombie2_Run_2.png;6104;461;3
Zombie2_Run_2.png;17031;445;3
Zombie_Run.png;21922;2305;1
Zombie3_Run_2.png;12993;565;5
Zombie2_Run_2.png;7528;457;3
Zombie3_Run_2.png;19328;449;5
Zombie2_Run_2.png;11618;453;3
Zombie3_Run_2.png;13954;449;5
Zombie4_Run_2.png;18183;473;7
Zombie4_Run_2.png;4937;473;7
Zombie_Run.png;7208;457;1
Zombie3_Run_2.png;16045;461;5
Zombie_Run.png;5246;461;1
Zombie_Run.png;2042;665;1
Zombie_Run.png;844;729;1
Zombie2_Run_2.png;16784;445;3
Zombie2_Run_2.png;13550;449;3
Zombie4_Run_2.png;18536;445;7
Zombie4_Run_2.png;22527;2305;7
Zombie4_Run_2.png;2328;661;7
Zombie4_Run_2.png;6705;449;7
Zombie2_Run_2.png;14760;449;3
Zombie4_Run_2.png;16740;453;7
Zombie3_Run_2.png;12447;585;5
Zombie2_Run_2.png;12532;561;3
Zombie3_Run_2.png;18421;445;5
Zombie3_Run_2.png;7317;469;5
Zombie2_Run_2.png;14652;469;3
Zombie4_Run_2.png;17754;469;7
Zombie3_Run_2.png;17365;441;5
Zombie_Run.png;9061;453;1
Zombie_Run.png;9856;453;1
Zombie4_Run_2.png;13979;473;7
Zombie_Run.png;7435;449;1
Zombie3_Run_2.png;18731;457;5
Zombie3_Run_2.png;15419;457;5
Zombie_Run.png;9271;453;1
Zombie_Run.png;13558;449;1
Zombie_Run.png;13859;465;1
Zombie3_Run_2.png;10520;457;5
Zombie3_Run_2.png;11169;457;5
Zombie_Run.png;11205;457;1
Zombie3_Run_2.png;14349;637;5
Zombie2_Run_2.png;4939;473;3
Zombie4_Run_2.png;1513;705;7
Zombie_Run.png;8842;461;1
Zombie_Run.png;10149;457;1
Zombie2_Run_2.png;1359;693;3
Zombie_Run.png;8187;445;1
Zombie4_Run_2.png;14026;457;7
Zombie2_Run_2.png;19048;445;3
Zombie4_Run_2.png;11194;461;7
Zombie2_Run_2.png;12346;589;3
Zombie3_Run_2.png;11631;453;5
Zombie_Run.png;21313;2305;1
Zombie3_Run_2.png;7907;457;5
Zombie_Run.png;2586;645;1
Zombie4_Run_2.png;4491;457;7
Zombie_Run.png;20191;445;1
Zombie4_Run_2.png;7740;473;7
Zombie4_Run_2.png;2272;657;7
Zombie2_Run_2.png;12245;541;3
Zombie3_Run_2.png;9326;457;5
Zombie_Run.png;8107;457;1
Zombie4_Run_2.png;11732;457;7
Zombie_Run.png;17607;461;1
Zombie_Run.png;18909;441;1
Zombie4_Run_2.png;20227;453;7
Zombie2_Run_2.png;16182;453;3
Zombie2_Run_2.png;17353;441;3
Zombie3_Run_2.png;20539;701;5
Zombie4_Run_2.png;1207;717;7
Zombie3_Run_2.png;13829;453;5
Zombie_Run.png;19892;445;1
Zombie3_Run_2.png;2685;653;5
Zombie_Run.png;19991;449;1
Zombie4_Run_2.png;18147;445;7
Zombie_Run.png;2058;665;1
Zombie3_Run_2.png;16419;477;5
Zombie4_Run_2.png;7367;449;7
Zombie2_Run_2.png;15704;457;3
Zombie4_Run_2.png;12544;561;7
Zombie_Run.png;12004;453;1
Zombie4_Run_2.png;19457;449;7
Zombie2_Run_2.png;1917;713;3
Zombie4_Run_2.png;10671;453;7
Zombie_Run.png;3225;649;1
Zombie2_Run_2.png;19829;449;3
Zombie3_Run_2.png;11905;465;5
Zombie3_Run_2.png;19308;449;5
Zombie2_Run_2.png;6376;461;3
Zombie2_Run_2.png;9420;445;3
Zombie_Run.png;8581;461;1
Zombie3_Run_2.png;6200;449;5
Zombie3_Run_2.png;4513;461;5
Zombie3_Run_2.png;18444;449;5
Zombie_Run.png;16759;449;1
Zombie4_Run_2.png;18630;453;7
Zombie_Run.png;11776;457;1
Zombie_Run.png;17583;457;1
Zombie2_Run_2.png;9096;465;3
Zombie3_Run_2.png;19461;449;5
Zombie2_Run_2.png;14461;449;3
Zombie3_Run_2.png;13931;469;5
Zombie3_Run_2.png;1742;673;5
Zombie3_Run_2.png;2063;673;5
Zombie2_Run_2.png;7211;457;3
Zombie3_Run_2.png;3757;489;5
Zombie4_Run_2.png;5493;677;7
Zombie2_Run_2.png;21964;2305;3
Zombie2_Run_2.png;17395;465;3
Zombie2_Run_2.png;4885;469;3
Zombie3_Run_2.png;13808;453;5
Zombie_Run.png;21277;2305;1
Zombie_Run.png;3790;477;1
Zombie4_Run_2.png;8275;453;7
Zombie2_Run_2.png;8328;449;3
Zombie2_Run_2.png;4104;465;3
Zombie2_Run_2.png;7955;453;3
Zombie4_Run_2.png;19851;453;7
Zombie_Run.png;2317;665;1
Zombie4_Run_2.png;1928;721;7
Zombie4_Run_2.png;1266;729;7
Zombie_Run.png;11224;453;1
Zombie4_Run_2.png;15590;461;7
Zombie2_Run_2.png;14193;485;3
Zombie_Run.png;18024;461;1
Zombie2_Run_2.png;12038;485;3
Zombie3_Run_2.png;9574;465;5
Zombie3_Run_2.png;4224;457;5
Zombie4_Run_2.png;14731;453;7
Zombie2_Run_2.png;2530;673;3
Zombie4_Run_2.png;5552;529;7
Zombie2_Run_2.png;6152;457;3
Zombie3_Run_2.png;4434;449;5
Zombie4_Run_2.png;11644;477;7
Zombie2_Run_2.png;1783;713;3
Zombie2_Run_2.png;3887;465;3
Zombie_Run.png;4080;465;1
Zombie4_Run_2.png;7693;457;7
Zombie3_Run_2.png;15485;457;5
Zombie2_Run_2.png;20198;445;3
Zombie_Run.png;4458;465;1
Zombie4_Run_2.png;13739;449;7
Zombie3_Run_2.png;13932;497;5
Zombie2_Run_2.png;16848;461;3
Zombie_Run.png;4180;457;1
Zombie4_Run_2.png;17509;469;7
Zombie4_Run_2.png;20982;2305;7
Zombie3_Run_2.png;16773;445;5
Zombie4_Run_2.png;20888;2285;7
Zombie4_Run_2.png;10633;453;7
Zombie3_Run_2.png;7077;449;5
Zombie4_Run_2.png;2253;633;7
Zombie4_Run_2.png;6880;457;7
Zombie2_Run_2.png;9929;469;3
Zombie4_Run_2.png;15334;489;7
Zombie4_Run_2.png;8313;453;7
Zombie2_Run_2.png;1314;701;3
Zombie3_Run_2.png;17838;461;5
Zombie3_Run_2.png;13293;465;5
Zombie3_Run_2.png;2887;697;5
Zombie3_Run_2.png;6818;457;5
Zombie_Run.png;19311;449;1
Zombie4_Run_2.png;5476;497;7
Zombie4_Run_2.png;13046;569;7
Zombie3_Run_2.png;21191;2305;5
